# Метеостанция Тырныауз, Россия, WMO_ID=37206, выборка с 20.11.2013 по 31.12.2021, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=37206&lang=ru
#
"Местное время в Тырныаузе";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.05.2014 21:00";"16.3";"652.5";"";"-0.1";"85";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"30.05.2014 18:00";"18.7";"652.6";"";"0.9";"74";"Ветер, дующий с северо-северо-востока";"3";"";"";"";" ";"";"";"";"22.2";"";"";"";"";"";"";"14.0";"Осадков нет";"12";"";"";"";"";
"30.05.2014 15:00";"21.9";"651.7";"";"-0.4";"61";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"30.05.2014 12:00";"21.0";"652.1";"";"-0.2";"61";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"30.05.2014 09:00";"19.0";"652.3";"";"-0.7";"45";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"10.3";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"30.05.2014 06:00";"10.4";"653.0";"";"-0.5";"72";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"10.4";"";"";"";"";"";"";"";"5.6";"Осадков нет";"12";"";"";"";"";
"30.05.2014 03:00";"11.0";"653.5";"";"-0.3";"76";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"30.05.2014 00:00";"12.2";"653.8";"";"-0.6";"78";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"29.05.2014 21:00";"13.1";"654.4";"";"1.8";"80";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"29.05.2014 18:00";"17.2";"652.6";"";"0.2";"68";"Ветер, дующий с севера";"3";"";"10";"";" ";"";"";"";"20.7";"";"";"";"";"";"";"11.1";"Осадков нет";"12";"";"";"";"";
"29.05.2014 15:00";"18.6";"652.4";"";"0.1";"58";"Ветер, дующий с севера";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"29.05.2014 12:00";"19.5";"652.3";"";"0.0";"52";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"29.05.2014 09:00";"17.4";"652.3";"";"0.5";"56";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"29.05.2014 06:00";"10.6";"651.8";"";"0.4";"81";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"9.3";"";"";"";"";"";"";"";"7.5";"Осадков нет";"12";"";"";"";"";
"29.05.2014 03:00";"10.7";"651.4";"";"0.0";"89";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"29.05.2014 00:00";"12.1";"651.4";"";"0.2";"92";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"28.05.2014 21:00";"12.3";"651.2";"";"1.1";"93";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"28.05.2014 18:00";"15.8";"650.1";"";"-0.1";"71";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"16.9";"";"";"";"";"";"";"10.6";"4.0";"12";"";"";"";"";
"28.05.2014 15:00";"15.0";"650.2";"";"0.0";"79";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"28.05.2014 12:00";"13.9";"650.2";"";"0.1";"81";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"28.05.2014 09:00";"11.9";"650.1";"";"0.8";"94";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"28.05.2014 06:00";"10.7";"649.3";"";"0.2";"94";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"10.1";"";"";"";"";"";"";"";"9.8";"1.0";"12";"";"";"";"";
"28.05.2014 03:00";"10.9";"649.1";"";"-0.3";"91";"Ветер, дующий с юго-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"28.05.2014 00:00";"10.8";"649.4";"";"-0.5";"94";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"27.05.2014 21:00";"11.3";"649.9";"";"1.0";"94";"Ветер, дующий с юго-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"27.05.2014 18:00";"15.7";"648.9";"";"-0.7";"78";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"19.1";"";"";"";"";"";"";"11.9";"Осадков нет";"12";"";"";"";"";
"27.05.2014 15:00";"16.4";"649.6";"";"0.2";"71";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"27.05.2014 12:00";"17.9";"649.4";"";"-0.4";"63";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"27.05.2014 09:00";"14.0";"649.8";"";"-0.4";"75";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"27.05.2014 06:00";"9.5";"650.2";"";"0.2";"92";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"7.3";"";"";"";"";"";"";"";"8.2";"Осадков нет";"12";"";"";"";"";
"27.05.2014 03:00";"7.6";"650.0";"";"-0.6";"97";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"27.05.2014 00:00";"9.9";"650.6";"";"-0.5";"94";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"26.05.2014 21:00";"13.1";"651.1";"";"0.6";"87";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"26.05.2014 18:00";"14.9";"650.5";"";"-0.2";"79";"Ветер, дующий с северо-северо-востока";"3";"";"";"";" ";"";"";"";"19.6";"";"";"";"";"";"";"11.2";"Осадков нет";"12";"";"";"";"";
"26.05.2014 15:00";"16.5";"650.7";"";"0.2";"69";"Ветер, дующий с севера";"3";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"26.05.2014 12:00";"18.5";"650.5";"";"-0.9";"60";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"26.05.2014 09:00";"15.3";"651.4";"";"0.2";"69";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"26.05.2014 06:00";"7.1";"651.2";"";"-0.1";"95";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"7.0";"";"";"";"";"";"";"";"6.3";"Осадков нет";"12";"";"";"";"";
"26.05.2014 03:00";"8.5";"651.3";"";"-0.6";"93";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"26.05.2014 00:00";"10.6";"651.9";"";"-0.1";"90";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"25.05.2014 21:00";"11.8";"652.0";"";"0.9";"91";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"25.05.2014 18:00";"15.8";"651.1";"";"0.3";"72";"Ветер, дующий с северо-северо-востока";"2";"";"";"";" ";"";"";"";"18.3";"";"";"";"";"";"";"10.8";"Осадков нет";"12";"";"";"";"";
"25.05.2014 15:00";"17.5";"650.8";"";"-1.1";"51";"Ветер, дующий с юга";"5";"";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"25.05.2014 12:00";"16.3";"651.9";"";"0.1";"76";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"25.05.2014 09:00";"15.6";"651.8";"";"-0.6";"67";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"25.05.2014 06:00";"11.2";"652.4";"";"-0.3";"79";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"8.7";"";"";"";"";"";"";"";"7.7";"2.0";"12";"";"";"";"";
"25.05.2014 03:00";"8.7";"652.7";"";"-0.8";"93";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"25.05.2014 00:00";"12.8";"653.5";"";"-0.2";"73";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"24.05.2014 21:00";"15.0";"653.7";"";"-0.1";"62";"Ветер, дующий с юга";"3";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"24.05.2014 18:00";"14.4";"653.8";"";"1.2";"89";"Ветер, дующий с севера";"1";"";"12";"";" ";"";"";"";"21.3";"";"";"";"";"";"";"12.6";"1.0";"12";"";"";"";"";
"24.05.2014 15:00";"19.3";"652.6";"";"-0.5";"65";"Ветер, дующий с северо-северо-запада";"5";"";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"24.05.2014 12:00";"20.9";"653.1";"";"-0.4";"49";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"24.05.2014 09:00";"17.2";"653.5";"";"-0.5";"54";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"24.05.2014 06:00";"8.5";"654.0";"";"0.4";"86";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"6.8";"";"";"";"";"";"";"";"6.2";"Осадков нет";"12";"";"";"";"";
"24.05.2014 03:00";"8.3";"653.6";"";"-0.3";"93";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"24.05.2014 00:00";"11.3";"653.9";"";"-0.5";"87";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"23.05.2014 21:00";"11.6";"654.4";"";"0.6";"92";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"23.05.2014 18:00";"14.1";"653.8";"";"0.5";"82";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"19.1";"";"";"";"";"";"";"11.0";"Осадков нет";"12";"";"";"";"";
"23.05.2014 15:00";"15.3";"653.3";"";"0.6";"82";"Ветер, дующий с северо-востока";"2";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"23.05.2014 12:00";"18.7";"652.7";"";"-0.2";"62";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"23.05.2014 09:00";"14.7";"652.9";"";"0.0";"68";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"23.05.2014 06:00";"8.8";"652.9";"";"0.3";"91";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"8.3";"";"";"";"";"";"";"";"7.4";"Осадков нет";"12";"";"";"";"";
"23.05.2014 03:00";"9.2";"652.6";"";"-0.7";"94";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"23.05.2014 00:00";"11.8";"653.3";"";"-0.7";"91";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"22.05.2014 21:00";"11.8";"654.0";"";"0.6";"94";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"22.05.2014 18:00";"13.9";"653.4";"";"-0.3";"84";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"17.6";"";"";"";"";"";"";"11.2";"Осадков нет";"12";"";"";"";"";
"22.05.2014 15:00";"16.1";"653.7";"";"-0.1";"70";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"22.05.2014 12:00";"16.8";"653.8";"";"0.2";"61";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"22.05.2014 09:00";"15.4";"653.6";"";"-0.4";"65";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"22.05.2014 06:00";"7.5";"654.0";"";"0.1";"87";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"6.0";"";"";"";"";"";"";"";"5.4";"Осадков нет";"12";"";"";"";"";
"22.05.2014 03:00";"7.2";"653.9";"";"-0.7";"90";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"22.05.2014 00:00";"6.8";"654.6";"";"-0.5";"97";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"21.05.2014 21:00";"8.5";"655.1";"";"0.1";"96";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"21.05.2014 18:00";"10.7";"655.0";"";"-0.3";"85";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"11.3";"";"";"";"";"";"";"8.2";"11.0";"12";"";"";"";"";
"21.05.2014 15:00";"9.7";"655.3";"";"0.3";"92";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"21.05.2014 12:00";"10.7";"655.0";"";"0.2";"94";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"21.05.2014 09:00";"9.9";"654.8";"";"0.5";"94";"Ветер, дующий с северо-северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"21.05.2014 06:00";"9.3";"654.3";"";"0.2";"97";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"7.6";"";"";"";"";"";"";"";"8.9";"24.0";"12";"";"";"";"";
"21.05.2014 03:00";"7.7";"654.1";"";"-0.3";"96";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"21.05.2014 00:00";"8.1";"654.4";"";"-1.2";"97";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"20.05.2014 21:00";"9.1";"655.6";"";"1.4";"97";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"20.05.2014 18:00";"11.1";"654.2";"";"0.1";"92";"Ветер, дующий с северо-северо-востока";"2";"";"";"";" ";"";"";"";"16.8";"";"";"";"";"";"";"9.8";"7.0";"12";"";"";"";"";
"20.05.2014 15:00";"13.7";"654.1";"";"0.3";"77";"Ветер, дующий с северо-востока";"2";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"20.05.2014 12:00";"16.0";"653.8";"";"-0.3";"66";"Ветер, дующий с севера";"6";"10";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"20.05.2014 09:00";"14.1";"654.1";"";"0.2";"63";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"20.05.2014 06:00";"9.5";"653.9";"";"-0.2";"80";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"8.8";"";"";"";"";"";"";"";"6.1";"Осадков нет";"12";"";"";"";"";
"20.05.2014 03:00";"9.3";"654.1";"";"-0.3";"81";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"20.05.2014 00:00";"9.9";"654.4";"";"-0.1";"81";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"19.05.2014 21:00";"10.2";"654.5";"";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"19.05.2014 18:00";"12.1";"654.5";"";"-0.4";"75";"Ветер, дующий с юго-юго-востока";"4";"";"12";"";" ";"";"";"";"16.2";"";"";"";"";"";"";"7.7";"23.0";"12";"";"";"";"";
"19.05.2014 15:00";"9.7";"654.9";"";"1.4";"97";"Ветер, дующий с востоко-юго-востока";"1";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"19.05.2014 12:00";"14.3";"653.5";"";"0.0";"69";"Ветер, дующий с северо-северо-запада";"2";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"19.05.2014 09:00";"15.8";"653.5";"";"0.3";"71";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"19.05.2014 06:00";"12.2";"653.2";"";"0.4";"77";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"11.7";"";"";"";"";"";"";"";"8.3";"Осадков нет";"12";"";"";"";"";
"19.05.2014 03:00";"12.1";"652.8";"";"-0.4";"75";"Ветер, дующий с юга";"4";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"19.05.2014 00:00";"14.0";"653.2";"";"0.4";"64";"Ветер, дующий с юго-востока";"5";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"18.05.2014 21:00";"15.0";"652.8";"";"-0.1";"60";"Ветер, дующий с юго-юго-востока";"5";"11";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"18.05.2014 18:00";"18.1";"652.9";"";"0.9";"42";"Ветер, дующий с северо-запада";"6";"13";"13";"";" ";"";"";"";"22.8";"";"";"";"";"";"";"5.0";"Осадков нет";"12";"";"";"";"";
"18.05.2014 15:00";"20.9";"652.0";"";"0.3";"41";"Ветер, дующий с севера";"4";"";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"18.05.2014 12:00";"21.7";"651.7";"";"-0.1";"42";"Ветер, дующий с севера";"4";"";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"18.05.2014 09:00";"21.9";"651.8";"";"-1.1";"41";"Ветер, дующий с юго-юго-востока";"2";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"18.05.2014 06:00";"14.3";"652.9";"";"-0.3";"55";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"13.7";"";"";"";"";"";"";"";"5.3";"Осадков нет";"12";"";"";"";"";
"18.05.2014 03:00";"14.2";"653.2";"";"-0.4";"58";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"18.05.2014 00:00";"15.2";"653.6";"";"-0.5";"63";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"17.05.2014 21:00";"15.1";"654.1";"";"0.8";"79";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"17.05.2014 18:00";"19.7";"653.3";"";"0.0";"64";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"26.3";"";"";"";"";"";"";"12.6";"Осадков нет";"12";"";"";"";"";
"17.05.2014 15:00";"22.3";"653.3";"";"0.7";"61";"Ветер, дующий с северо-востока";"2";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"17.05.2014 12:00";"25.5";"652.6";"";"-0.6";"35";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"17.05.2014 09:00";"21.0";"653.2";"";"-0.6";"41";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"17.05.2014 06:00";"14.0";"653.8";"";"0.2";"53";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"13.4";"";"";"";"";"";"";"";"4.6";"Осадков нет";"12";"";"";"";"";
"17.05.2014 03:00";"14.4";"653.6";"";"-0.2";"55";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"17.05.2014 00:00";"15.2";"653.8";"";"-0.3";"68";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"16.05.2014 21:00";"16.8";"654.1";"";"0.6";"75";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"16.05.2014 18:00";"18.3";"653.5";"";"0.6";"78";"Ветер, дующий с северо-северо-востока";"2";"";"";"";" ";"";"";"";"25.5";"";"";"";"";"";"";"14.3";"1.0";"12";"";"";"";"";
"16.05.2014 15:00";"19.4";"652.9";"";"0.6";"79";"Ветер, дующий с северо-востока";"2";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"16.05.2014 12:00";"24.7";"652.3";"";"-0.3";"34";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"16.05.2014 09:00";"21.1";"652.6";"";"-0.2";"34";"Ветер, дующий с юго-востока";"3";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"16.05.2014 06:00";"15.3";"652.8";"";"0.1";"41";"Ветер, дующий с юго-юго-востока";"6";"11";"11";"";" ";"";"";"13.2";"";"";"";"";"";"";"";"2.0";"Осадков нет";"12";"";"";"";"";
"16.05.2014 03:00";"13.7";"652.7";"";"-0.1";"51";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"16.05.2014 00:00";"14.1";"652.8";"";"-0.2";"61";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
